YEAR,MONTH,ITEM CODE,ITEM DESCRIPTION,ITEM TYPE,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
2017,6,310042,CH MARIS LA TOUGE 13 - 750ML,WINE,0.058666666666666666,0.0,2.6666666666666665
2020,1,62706,BRILLA PROSECCO 750ML,WINE,0.10258620689655172,0.10344827586206896,5.482758620689655
2019,1,70786,ROCK CREEK WHITE WHISKEY - 750ML,LIQUOR,0.17,0.0,0.0
2018,1,307618,IF YOU SEE KAY RED - 750ML,WINE,11.661595744680852,12.01531914893617,9.275744680851064
2020,1,10675,ANGELINE RES MER - 750ML,LIQUOR,0.5296337802681609,0.515273163898339,2.864540724434661
2020,1,1899,ROGUE HAZELNUT BROWN NECTAR 4/6 CANS,BEER,4.5745,4.4,20.875
2019,1,48490,PIRCAS NEGRAS TORRONTES - 750ML,WINE,0.19111111111111112,0.0,0.0
2020,1,311127,DOM CROIX BELLE SYR - 750ML,WINE,0.21556792873051223,0.2123162583518931,1.6833630289532295
2020,1,2143,SCHLITZ HIGH GRAVITY CANS - 24OZ,BEER,14.829271916790491,14.757369985141157,169.64653789004456
2017,9,307166,SWEET BLISS PINK - 750ML,WINE,0.0,0.0,0.0
2020,1,351818,CAVIT MER - 1.5L,LIQUOR,23.55723163841808,23.016242937853107,28.842796610169493
2018,1,90298,QUILMES BEER 4/6 NR - 12OZ,BEER,0.3333333333333333,0.3333333333333333,12.0
2020,1,322348,TANGENT S/BLC - 750ML,WINE,0.41375,1.0,6.746666666666666
2020,9,13296,SILVER BRANCH SQUEEGEE MASTER 4/6 CANS,BEER,19.642222222222223,0.0,0.0
2020,1,149403,TANTEO TEQUILA - JALAPENO - 750ML,LIQUOR,4.502072829131652,5.230896358543418,0.7836134453781513
2020,1,128937,GREYSTONE CEL MERLOT - 750ML,LIQUOR,3.15128055878929,2.87384167636787,2.0650058207217694
2020,1,10276,MALIBU RUM - PASSION FRUIT - 750ML,LIQUOR,11.240785839330869,11.11670686636841,2.042845749854114
2020,1,311892,MICHAEL DAVID PETITE PETIT - 750ML,WINE,9.539,9.3,11.225333333333333
2020,1,13722,LUNA MOSCATO - 750ML,BEER,0.5284133611691023,0.6623173277661796,1.4111064718162838
2018,1,339918,POPCORN CHARD - 750ML,WINE,0.16384615384615384,0.15384615384615385,2.923076923076923
2020,1,310846,ISLAND TIDE SAUVIGNON BLANC - 750ML,WINE,0.15961038961038962,0.16675324675324676,3.7262337662337663
2020,1,315658,SCARPETTA TIMIDO SPUMANTE BRUT ROSE - 750ML,WINE,1.832394366197183,1.8873239436619718,2.880281690140845
2020,1,166449,WILDER MER - 750ML,WINE,0.10930232558139535,0.37209302325581395,2.883720930232558
2020,1,175,EMPTY 1/2 KEG (30.00),DUNNAGE,0.0,0.0,-3585.4666666666667
2017,6,96157,BOULEVARD HIBISCUS GOSE -1/6,KEGS,0.0,0.0,1.6666666666666667
2020,1,10324,BODEGAS BRECA GARN - 750ML,BEER,0.9770607843137256,0.9923372549019608,1.489564705882353
2020,1,347049,MEZZACORONA P/GRIG - 1.5L,WINE,8.060497237569061,7.983093922651934,6.312099447513813
2020,1,10529,JOSE CUERVO LIME MARGARITA MIX - 1L,LIQUOR,16.570855094726063,16.427035330261138,0.7618125960061444
2020,1,104302,LA CAPPUCCINA VERONA ROSSO - 750ML,BEER,0.12200986756686576,0.12603479615684238,3.3016800830953
2020,1,100024,BULGARIANA S/BLC - 750ML,BEER,0.2680414507772021,0.2816027633851468,4.00213816925734
2020,1,234970,TROPICAL MOSCATO CRANBERRY 750ML,WINE,2.2879604130808953,2.2576764199655766,2.7643631669535282
2020,1,309060,GALASSO CORNO GRANDE PERCORINO - 750ML,WINE,0.6170833333333333,1.07625,1.0416666666666667
2020,1,317929,DUCA DI SARAGNANO MORELLINO DI SCANSANO - 750ML,WINE,0.12513274336283187,0.0788938053097345,1.025796460176991
2017,8,77655,CLOUD NINE VODKA - 750ML,LIQUOR,1.3333333333333333,1.3333333333333333,0.0
2019,4,70533,CLOUD 9 VODKA - 750ML,LIQUOR,2.54,0.0,0.0
2020,7,238022,COLOMBAIA ROSSO TOSC VIGNA NUOVA (PURPLE LABEL) - 750ML,WINE,0.0,0.0,2.1153846153846154
2020,1,1001,LINDEMANS KRIEK NR - 25.4OZ,BEER,2.7664883087075025,2.572949361641084,2.3320441830440397
2020,1,166282,REMY MARTIN VSOP - 1.75L,LIQUOR,11.068728121353558,10.956802800466743,0.8924620770128355
2020,1,100009,PAULANER HEFEWEIZEN 4/6NR - 12OZ,BEER,1.221057870921648,1.1546091926649202,3.1668063824720174
2020,1,344324,CIVIC VODKA - 750ML,LIQUOR,0.9922727272727273,0.36363636363636365,0.2727272727272727
2020,1,11918,RIGHT PROPER LIL WIT 4/6 CANS,BEER,0.0,0.0,8.369047619047619
2019,1,51152,CH LE BOCAGE BORD SUPER RGE** - 750ML,WINE,5.082222222222223,4.666666666666667,0.2222222222222222
2018,2,197840,DOM DE GOURNIER GREN/NOIR - 750ML,WINE,0.2326923076923077,0.0,-0.038461538461538464
2018,1,312370,ROBERT OATLEY SIGNATURE SERIES MARGARET RIVER CAB - 750ML,WINE,0.3077777777777777,0.1111111111111111,5.444444444444445
2020,1,312370,ROBERT OATLEY SIGNATURE SERIES MARGARET RIVER CAB - 750ML,WINE,0.3385276073619632,0.3594478527607362,3.3962576687116566
2020,1,327864,EDUCATED GUESS NORTH COAST RED 750ML,WINE,3.489173553719008,3.547603305785124,3.635702479338843
2020,1,101664,HAGAFEN L/H S/BLC - 375ML,BEER,1.0226465661641542,0.9674347930126824,2.5794376645130415
2020,9,13261,DOGLIOTTO MOSCATO D'ASTI 750ML,WINE,0.0,0.0,4.0
2020,1,336753,RUSSIAN STANDARD VODKA - 750ML,LIQUOR,15.223194444444443,15.032499999999999,0.5416666666666666
2020,1,47112,CLYDES CALIF CAB - 750ML,WINE,0.8742857142857142,0.7745918367346939,20.03918367346939
2020,1,241284,GUILHEM RSE - 750ML,WINE,0.009611650485436893,0.006472491909385114,1.6822977346278318
2018,1,51632,SABLE RIDGE LODI SYR - 750ML,WINE,0.128,0.0,0.0
2020,1,10907,SAGAMORE SPIRIT RYE CASK STRENGTH - 750ML,LIQUOR,7.4665137614678905,9.220183486238533,0.8256880733944955
2020,1,10245,JEZEBEL P/NOIR - 750ML,WINE,0.14215189873417722,0.16009493670886077,12.963924050632913
2020,1,300649,STELLA ROSA BERRY - 750ML,WINE,9.384868421052632,10.107565789473684,7.9144736842105265
2020,1,399845,JOSEPH PERRIER BRUT NV - 750ML,WINE,0.2,0.0332,0.0
2020,1,100749,SANTA MARGHERITA P/GRIG ALTO - 375ML,WINE,9.314691943127963,8.969620853080569,7.269763033175356
2020,7,333430,TIERRA CRIANZA - 750ML,WINE,0.2072727272727273,0.0,1.0909090909090908
2020,1,102032,CHILA 'ORCHATA - 750ML,LIQUOR,16.028823127703163,15.703020714773503,3.850737536990667
2019,1,323033,RYDER ESTATE P/NOIR ROSE 750ML,WINE,0.0,0.125,1.875
2020,1,307924,FUNF MOSCATO - 750ML,WINE,10.499024390243902,10.041219512195122,7.078780487804878
2020,1,14818,SCHUG SONOMA COAST P/NOIR - 750ML,WINE,0.49890995260663507,0.35033175355450236,1.5213270142180095
2020,1,322154,TRULLO RIES - 750ML,WINE,0.22661290322580646,0.08064516129032258,0.9354838709677419
2020,1,166277,DON Q RUM - LIMON - 1L,LIQUOR,4.377777777777778,4.206388888888889,0.6611111111111111
2020,1,18104,BARENJAGER LIQUEUR - 750ML,LIQUOR,3.5214285714285714,6.027428571428572,0.6857142857142857
2020,1,10836,SIERRA NEVADA HOPPY ANNIVERSARY 4/6 NR,BEER,15.044603174603173,14.86701058201058,84.88179894179895
2019,2,306146,CH DE GAUDOU CAHOURS TRAD - 750ML,WINE,0.264054054054054,0.24324324324324326,1.3513513513513513
2020,1,96210,SINGHA BEER 4/6 NR - 12OZ,BEER,30.294166666666666,30.25,145.80416666666667
2020,1,60267,7 LOCKS BITCH MONKEY NELSON SOUR 4/6 CANS,BEER,6.793720930232558,4.02906976744186,0.046511627906976744
2020,1,34371,STONEHEDGE P/NOIR - 750ML,WINE,0.26083333333333336,0.5558333333333333,0.0
2020,1,23574,CALLIA ALTA MALBEC - 750ML,WINE,1.1407692307692308,1.3846153846153846,1.8076923076923077
2020,9,13281,MISFIT DRAGONFRUIT RASPBERRY SHIRAZ 750ML,WINE,3.3519999999999994,0.0,0.0
2020,1,305995,SOKOL BLOSSER EVOLUTION WHITE BLEND - 750ML,WINE,1.564423076923077,1.0576923076923077,0.36538461538461536
2020,1,10545,PATRON XO CAFE - 750ML,BEER,2.7129163822525597,2.7038882252559726,3.5373984641638225
2018,1,11373,MARASKA CHERRY WINE - 750ML,LIQUOR,0.1991666666666667,0.125,0.08333333333333333
2020,1,238910,LUC BELAIRE RARE ROSE - 750ML,LIQUOR,9.116666666666667,10.11111111111111,1.5366666666666666
2019,3,308852,ALEM TOURIGA NACIONAL SYR - 750ML,WINE,0.22916666666666666,0.0,0.0
2020,1,26592,MAHOU ESTRELLA 4/6NR - 11.2OZ,BEER,0.27040816326530615,0.30612244897959184,10.73469387755102
2020,1,344470,SLAUGHTER HOUSE AMERICAN WHISKEY - 750ML,LIQUOR,0.8018518518518518,0.5185185185185185,0.0
2020,3,336724,ST GEORGES TERRIOR GIN  - 750ML,LIQUOR,3.515833333333333,2.6666666666666665,0.0
2020,1,24911,BITBURGER 4/6 11.2 OZ NR,BEER,13.926581196581198,13.948376068376069,42.02384615384615
2020,1,427081,WALMAE MAKKOLI - 1L,WINE,4.319999999999999,4.291666666666667,37.666666666666664
2020,1,21903,ST SUPERY NAPA S/BLC - 750ML,WINE,5.480625,5.65375,3.28125
2019,1,12024,STARR HILL GRATEFUL 4/6 NR - 12OZ,BEER,3.236741573033708,3.292134831460674,25.547752808988765
2020,1,101974,ANTINORI VILLA TOSCANO BIANCO - 750ML,WINE,15.261613155833984,15.118418167580268,12.775231010180109
2020,1,29615,INTIPALKA CAB/SYR - 750ML,BEER,1.6854786150712833,1.795193482688391,0.6880448065173116
2020,1,338427,BROUSKO RED - 750ML,WINE,1.152608695652174,1.0608695652173914,0.12173913043478261
2020,1,13374,ACHAVAL FERRER CAB/ FRC  - 750ML,LIQUOR,10.31026717557252,10.072041984732824,1.0143129770992367
2019,1,70363,SUBARASHI KUDAMONO ASIAN PEAR VIE - 375ML,LIQUOR,0.2666666666666667,0.08714285714285715,0.0
2020,1,43583,SUGARLOAF VYDS CAB/FRANC - 750ML,WINE,0.700672268907563,0.20100840336134454,0.10084033613445378
2020,1,82806,SUGARLOAF MT VYDS P/GRIG - 750ML,WINE,0.4690909090909091,0.0,0.0
2020,1,166240,B&G RESERVE MERLOT - 1.5L,WINE,5.33804207119741,5.30210355987055,4.458883495145631
2020,1,12142,MENAGE A TROIS LAVISH MERLOT - 750ML,LIQUOR,12.9940721404841,12.89920740389179,30.06062173706692
2020,1,31167,SWEETWATER IPA NR,BEER,8.496166666666666,8.333333333333334,32.104166666666664
2020,1,235702,VINO FRIZZANTE PROSECCO 20L KEG,KEGS,0.0,0.0,2.973977695167286
2020,1,166692,MAS OLIVIER EXPRESSION BLANC - 750ML,WINE,0.0,0.0,1.8160919540229885
2020,1,238230,LA CA NOVA BARBARESCO MONTEFICO VIGNA BRIC MENTINA - 750ML,WINE,0.04365853658536586,0.024390243902439025,1.024390243902439
2020,1,27815,TERRAPIN IPA SURVIVAL KIT - 2/12 CANS,BEER,4.982053571428572,4.870535714285714,14.770089285714286
2020,1,166609,RUTINI TRUMPETER ROSE - 750ML,WINE,0.20403846153846153,0.09216346153846154,1.2231490384615384
2020,1,22249,BROOKLYN LAGER 4/6 NR - 12OZ,BEER,4.454224806201551,4.4563953488372094,14.635503875968993
2020,1,101486,BRECKENRIDGE BOURBON - 750ML,BEER,0.5698659668197581,0.5507442122035805,3.9199709438560313
2019,8,26717,PUB DOG MONSTER MASH PUNPKIN 4/6NR - 12OZ,BEER,0.04,0.0,0.0
2020,1,15970,NAKED GROUSE - 750ML,LIQUOR,8.097100840336134,8.15953781512605,0.2350700280112045
2020,1,166646,HESS SELECT TREO - 750ML,WINE,3.7948852459016393,3.7161311475409837,3.6844262295081966
2020,1,242030,TISHBI CAB/SYR - 750ML,WINE,0.04235955056179775,0.011235955056179775,1.4035955056179776
2020,1,309214,SANDY BOTTOM RUM COCKTAIL 200ML,LIQUOR,2.94375,3.875,0.0
2020,1,237392,REMHOOGTE EST BUSHVINE PINTGE - 750ML,WINE,0.11554913294797689,0.10404624277456648,2.907514450867052
2020,1,311293,TERRA VIVA P/GRIG IGT DELLE VENEZIA - 750ML,WINE,0.35509186351706035,0.29312335958005253,4.068293963254593
2019,1,346190,PLAINAS VINHO VERDE WHITE LOUREIRO -750,WINE,0.4864356435643565,0.6336633663366337,1.5396039603960396
2020,1,10439,FISH EYE P/NOIR - 3L,WINE,15.920247708694575,15.817446123358929,17.8824795640327
2020,1,241302,JUST S/BLANC - 187ML,WINE,0.02147727272727273,0.011363636363636364,6.068181818181818
2018,1,312574,LONE BIRCH P/GRIS 14 - 750ML,WINE,0.15155555555555555,0.022222222222222223,0.4666666666666667
2020,1,346814,3 STARS GHOST WHITE IPA 12.0Z 6PK CAN,BEER,1.6089572192513368,1.5474598930481283,17.308021390374332
2020,1,11622,VAMPIRE CHARD - 750ML,WINE,0.5224731182795699,0.2689247311827957,1.0304301075268818
2020,9,242196,TOBACCO BARN DISTILLERY - STRAIGHT BOURBON - 750ML,LIQUOR,5.76,0.0,0.0
2020,1,10768,BARON LADRON DE GUEVARA RES - 750ML,BEER,0.027685810810810813,0.017179054054054056,3.646587837837838
2020,1,312716,LIBERTY SCHOOL CAB - 750ML,WINE,1.2636363636363637,0.7392207792207792,2.5714285714285716
2020,1,10740,MATUA VALLEY S/BLC - 750ML,WINE,8.997365,8.716297500000001,8.05855
2020,1,13773,TREFETHEN ESTATE CHARD - 750ML,WINE,2.1088535031847133,1.988471337579618,0.45222929936305734
2020,1,136891,SWEET LAB - 750ML,WINE,2.093828828828829,2.0325868725868723,5.7707464607464605
2020,1,145017,SAVESE TERROSSA PRIMA - 750ML,WINE,0.4971074380165289,0.3760881542699725,1.3507713498622589
2020,1,10356,TROEGS PASSIONFRUIT GAUVA TART 4/6 CANS,BEER,4.722461059190032,4.514018691588785,15.748442367601246
2020,3,69420,TRUE RESPITE HAZY DOUBLE IPA SERIES 6/4 16OZ CANS,BEER,17.42421052631579,4.105263157894737,0.0
2019,1,96636,MOOSEHEAD BEER 4/6 NR - 12OZ,BEER,16.424,15.6,74.375
2020,1,11840,CANTI PROSECCO - 750ML,LIQUOR,5.0590789473684215,4.757774122807017,1.9160197368421052
2017,7,118419,IRURTIA DANTES RED CARMELO - 750ML,WINE,0.17,0.0,0.0
2019,1,312321,ONABAY GREAT BLUE HERON - 750ML,WINE,0.10833333333333334,-0.013333333333333334,0.0
2019,1,309746,PETRA ZINGARI - 750ML,WINE,0.37117647058823533,0.35294117647058826,1.0
2020,1,26156,WOODCHUCK GRANNY SMITH CIDER 4/6NR - 355ML,BEER,3.6173563218390803,3.5517241379310347,33.729885057471265
2020,1,10431,VICTORY PRIMA PILS 4/6NR - 12OZ,BEER,3.9217551020408163,3.6653061224489796,26.447795918367348
2020,1,143294,ALTAS CUMBRES CAB - 750ML,LIQUOR,0.5295712630359212,0.48407879490150635,2.2080996523754344
2020,1,41335,HARVEYS BRISTOL CREAM SHERRY - 1.5L,LIQUOR,6.076470588235294,6.6348529411764705,1.2647058823529411
2020,1,323014,SAN GIUSTO CHIANTI CLASSICO - 750ML,WINE,0.03791666666666667,0.0,0.9166666666666666
2020,1,312990,HIGHER GROUND P/NOIR - 750ML,WINE,0.2835294117647059,0.23529411764705882,4.784313725490196
2019,10,318811,ALBERMARLE CIDERWORKS GOLD RUSH - 750ML,WINE,0.04,-0.125,0.25
2020,1,108790,BR COHN SILVER LABEL CAB - 750ML,WINE,2.2089293849658316,1.7699544419134396,1.644646924829157
2019,1,306736,SARDA CAVA BRUT - 750ML,WINE,0.23890243902439023,0.02646341463414634,1.6219512195121952
2020,1,319727,SIP ROSE - 750ML,WINE,0.1747272727272727,0.07727272727272727,1.4
2020,1,34932,NOVAL OLD CORONATION RUBY PORT - 750ML,WINE,1.5473529411764706,1.2647058823529411,0.08823529411764706
2017,6,392316,GUERROUANE ROSE - 750ML,WINE,0.08,0.0,0.0
2020,1,296888,CAYMUS NAPA CAB - LITER,WINE,2.879060402684564,2.626979865771812,3.663892617449664
2020,1,56442,WARSTEINER DUNKEL 4/6 NR - 12OZ,BEER,10.712432432432431,10.405405405405405,33.88288288288288
2020,1,10394,BELGIAN SAMPLER 4/6NR - 11.2OZ,BEER,0.1068273542600897,0.08164798206278026,1.5317600896860986
2017,6,402540,KLIPFEL REIS - 750ML,WINE,0.245,0.0,0.0
2020,1,313642,EL BURRO KICKASS GARNACHA - 750ML,WINE,5.824765100671141,5.71758389261745,7.656644295302013
2020,1,70143,TWENTY GRAND PLATINUM - 750ML,LIQUOR,3.63353125,3.1628125000000002,0.04375
2018,1,346130,DELIRIUM TREMENS - 1/2K,KEGS,0.0,0.0,2.2857142857142856
2017,7,70093,PINNACLE BERRY VODKA - 750ML,LIQUOR,0.13333333333333333,0.0,0.0
2020,1,328179,LUNA NUDA ROSE 750ML,WINE,7.5964912280701755,7.834736842105263,21.908070175438596
2020,1,11380,GLENFIDDICH 21YR OLD RES 3/CS - 750ML,LIQUOR,16.754810996563574,16.609541809851088,1.1973081328751431
2020,1,334261,LOS NOQUES CAB/FR - 750ML,WINE,0.35285714285714287,0.11907563025210084,0.29411764705882354
2020,1,337133,VADIAPERTI GRECO DI TUFO - 750ML,WINE,0.0096,0.0,3.04
2019,1,16357,SCHRAMSBERG BL/NOIR - 750ML,LIQUOR,4.189514563106796,3.6770873786407767,0.1941747572815534
2020,1,300202,2 COPAS CAB - 750ML,WINE,0.7732432432432433,0.7176216216216216,2.6855945945945945
2019,2,306455,ALLEGRINI GRAPPA DE AMARONE - 750ML,LIQUOR,0.15,-0.135,0.1875
2020,7,322348,TANGENT S/BLC - 750ML,WINE,0.03428571428571429,0.14285714285714285,5.428571428571429
2020,9,356900,LIFE'S A PEACH 6/4 CANS,BEER,0.0,0.0,7.5
2020,1,10345,BOK BUN JA - 375ML,BEER,1.7335754475703324,1.6934987212276216,3.627084398976982
2020,1,23733,YUENGLING LAGER 1/4K,BEER,50.16928104575164,48.8063834422658,292.26113289760343
2020,1,332104,ALAIN GEOFFREY CHAB - 750ML,WINE,0.44090909090909086,0.4147727272727273,0.6818181818181818
2020,1,300614,ZURENA LOVE ELIXIR CRAFT COCKTAIL MIXER - 750ML,NON-ALCOHOL,1.36,0.9856521739130436,0.0
2020,1,107,WINE CREDIT,DUNNAGE,45.36573170731707,3.895853658536585,-125.89024390243902
