YEAR,MONTH,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
48444,152,18.59,14.0,0.0
2020,3,0.0,0.0,-1.0
2020,3,0.0,0.0,5.0
4040,10,0.0,0.0,11.83
2020,9,0.0,0.0,1.0
2020,3,0.0,0.0,2.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,3.0
2020,3,0.0,0.0,5.0
6060,19,1.75,2.0,129.0
2020,7,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
48444,152,365.92,363.66,238.0
2020,3,0.0,0.0,-0.17
6060,19,0.0,0.0,33.0
6060,19,2.75,3.0,62.0
48444,152,175.63,161.8,1.0
2020,3,0.0,0.0,5.0
6060,19,0.0,0.0,46.0
6060,19,0.0,0.0,32.0
4040,16,0.66,0.0,0.0
42386,137,27.25,7.0,0.0
2020,3,0.0,0.0,30.0
2020,3,0.0,0.0,3.0
2020,3,0.0,4.0,0.0
48444,152,27.29,26.92,0.0
2020,7,0.0,0.0,1.0
4040,16,16.75,8.0,29.0
2020,7,0.0,1.0,6.0
6060,19,0.0,0.0,5.0
2020,3,0.0,0.0,2.0
14120,57,1.51,0.0,1.0
2020,3,0.0,0.0,1.0
2017,6,0.17,0.0,0.0
2020,3,0.0,0.0,8.0
4040,10,0.0,0.0,16.0
6060,19,0.0,0.0,4.0
2020,3,0.0,0.0,3.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,2.0
6060,19,0.0,0.0,43.0
4040,16,0.0,0.0,12.0
2020,9,0.0,0.0,1.0
4040,10,0.0,0.0,0.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,4.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,4.0
6060,19,0.0,0.0,9.0
48444,152,33.62,28.92,16.0
6060,19,58.25,55.0,191.0
2020,3,0.0,0.0,3.0
2020,3,0.0,0.0,44.0
6060,19,0.0,0.0,25.0
4040,16,0.0,0.0,39.0
2020,7,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,29.0
4040,10,0.0,0.0,27.0
6060,19,14.0,16.0,85.75
4040,10,0.85,3.0,20.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,2.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,3.0
48444,152,40.62,29.84,6.0
2020,3,0.0,0.0,2.0
2020,3,0.0,1.0,15.0
6060,19,0.0,0.0,19.0
2020,3,0.0,0.0,2.0
2020,3,0.0,0.0,61.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,3.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,70.0
2020,3,0.0,0.0,3.0
4040,10,0.0,0.0,3.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,4.0
48444,152,33.49,22.0,21.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,31.0
2020,3,0.0,0.0,2.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
46424,151,24.35,15.42,12.0
2020,3,0.0,0.0,1.0
48444,152,74.57,76.0,8.0
2020,3,0.0,0.0,1.0
6060,19,0.0,0.0,4.0
6060,19,0.0,0.0,17.0
6060,19,7.68,11.0,0.0
2020,3,0.0,0.0,2.0
2020,3,5.6,24.0,0.0
4040,10,7.47,24.0,0.0
6060,19,25.1,37.0,0.0
6060,19,38.53,79.0,0.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
2020,3,0.0,3.0,11.0
4040,16,0.0,0.0,38.0
2020,3,0.0,0.0,1.0
2020,7,0.0,0.0,5.0
48444,152,2446.09,2407.0,7630.75
2020,3,0.0,0.0,5.0
6060,19,38.38,10.0,0.0
6060,19,39.01,29.0,0.0
6060,19,112.61,39.0,0.0
2020,3,0.0,0.0,5.0
6060,19,0.0,0.0,7.0
4040,16,5.27,3.0,0.0
4040,16,5.58,2.0,0.0
2020,3,0.0,0.0,2.0
6060,19,0.0,0.0,35.0
4040,10,0.0,0.0,3.0
2020,3,0.0,0.0,1.0
2020,9,0.0,0.0,10.0
48444,152,92.26,95.0,1.0
36326,111,24.93,17.0,0.0
42384,133,16.56,14.0,0.0
48444,152,27.37,22.0,0.0
48444,152,754.52,692.83,204.0
48444,152,498.09,542.34,264.92
6060,19,0.0,0.0,108.0
4040,10,0.0,0.0,2.0
48444,152,76.36,88.92,10.0
4040,16,17.95,12.0,0.0
2020,7,0.0,0.0,5.0
2020,3,0.0,0.0,1.0
2020,7,0.0,0.0,0.0
4040,16,0.5,0.0,3.0
34312,107,0.0,0.0,56.0
2020,3,0.0,0.0,13.0
6060,19,0.0,0.0,20.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,3.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,2.0
2020,3,0.0,0.0,2.0
4040,10,0.0,0.0,3.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,0.0
2020,3,0.0,0.0,3.0
6060,19,0.0,0.0,34.83
4040,16,0.0,0.0,12.0
2020,3,0.0,0.0,28.0
6060,19,0.0,0.0,10.0
2020,7,0.0,0.0,14.0
2020,3,0.0,0.0,4.0
4040,16,0.0,0.0,10.0
2020,3,0.0,0.0,3.0
4040,12,0.0,0.0,15.0
4040,10,0.0,0.0,2.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
2020,3,0.0,0.0,1.0
24212,72,0.0,0.0,35.0
6060,19,0.0,0.0,14.0
6060,19,0.0,0.0,10.0
2020,3,0.0,0.0,18.0
2020,7,0.0,0.0,5.0
2020,9,0.0,0.0,1.0
4040,16,13.6,4.0,0.0
4040,16,12.75,14.0,75.0
4040,16,9.0,15.0,237.0
4040,16,4.7,5.0,4.0
4040,16,2.8200000000000003,0.0,0.0
4040,16,26.16,0.0,0.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,3.0
2020,7,0.0,0.0,3.0
4040,16,0.0,0.0,31.0
2020,7,0.0,0.0,4.0
2020,7,0.0,0.0,1.96
2020,7,0.0,0.0,1.0
2020,7,0.0,0.0,16.0
4040,16,29.71,0.0,0.0
4040,16,0.0,0.0,9.0
2020,9,0.0,0.0,1.0
2020,7,8.0,-1.0,0.0
4040,16,10.0,1.0,212.0
4040,16,2.5,3.0,146.5
2020,9,10.53,0.0,0.0
4040,16,2.85,3.0,21.0
4040,16,789.0,1024.0,4341.0
4040,16,15.25,2.0,638.75
4040,16,0.0,0.0,8.0
4040,16,0.0,0.0,11.0
2020,7,0.0,0.0,1.0
4040,16,18.0,10.0,81.0
2020,7,0.0,0.0,1.0
2020,9,0.0,0.0,15.0
4040,16,0.0,0.0,20.0
4040,16,4.0,0.0,16.0
4040,16,0.0,0.0,44.0
4040,16,0.0,0.0,8.0
2020,9,0.0,0.0,4.0
4040,16,0.0,0.0,11.0
2020,7,0.0,0.0,5.0
4040,16,0.0,0.0,3.0
4040,16,0.0,0.0,6.0
4040,16,0.0,0.0,8.0
4040,16,0.0,0.0,5.0
2020,7,0.0,0.0,3.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,1.0
2020,7,0.0,0.0,2.0
4040,16,0.0,0.0,4.0
4040,16,0.0,0.0,4.75
4040,16,0.0,0.0,6.0
4040,16,0.0,0.0,3.0
4040,16,0.0,0.0,5.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,1.0
4040,16,0.0,0.0,9.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,1.0
2020,7,0.0,0.0,3.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,3.0
2020,9,0.0,0.0,3.0
4040,16,2.5,0.0,0.0
4040,16,3.79,0.0,0.0
4040,16,0.0,0.0,3.0
4040,16,0.0,0.0,5.0
4040,16,0.0,0.0,2.0
2020,7,0.0,0.0,11.0
48444,152,56.58,63.0,600.96
6052,24,0.41000000000000003,0.0,0.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,1.0
2020,7,0.0,0.0,6.0
2020,7,0.0,0.0,14.0
2020,7,0.0,0.0,2.0
4040,16,5.0,4.0,10.0
2020,9,0.0,0.0,5.0
4040,16,0.0,0.0,10.0
4040,16,0.0,0.0,8.0
2020,7,0.0,0.0,1.0
2020,7,0.0,0.0,1.0
4040,16,0.0,0.0,5.0
4040,16,0.0,0.0,6.0
4040,16,2.08,0.0,0.0
4040,16,0.0,0.0,12.0
2020,7,0.0,0.0,3.0
2020,7,0.0,0.0,1.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,3.0
2020,7,0.0,0.0,6.0
2020,7,0.0,0.0,2.0
2020,9,0.0,0.0,7.0
4040,16,0.0,0.0,9.0
2020,7,0.0,0.0,2.0
4040,16,0.16,0.0,36.0
2020,7,0.0,0.0,47.0
4040,16,10.5,10.0,26.0
4040,16,1.0,1.0,21.0
4040,16,0.5,3.0,32.0
4040,16,0.0,0.0,17.0
4040,16,8.5,0.0,0.0
2020,9,0.0,0.0,1.0
2020,7,0.0,0.0,1.0
4040,16,1.35,1.0,0.0
48444,152,0.0,0.0,7452.34
2020,7,0.0,0.0,19.0
48444,152,0.0,0.0,648.92
2020,7,0.0,0.0,1.0
4040,16,0.0,0.0,47.0
2020,9,0.0,0.0,2.0
4040,16,3.75,5.0,31.0
2020,7,0.0,0.0,78.0
2020,7,0.0,0.0,1.0
4040,16,0.0,0.0,50.0
4040,16,37.29,0.0,0.0
4040,16,42.5,0.0,0.0
2020,9,0.0,0.0,3.0
2020,7,0.0,0.0,3.0
2020,7,0.0,0.0,4.0
2020,7,0.0,0.0,1.0
2020,9,0.0,0.0,4.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,2.0
4040,16,16.0,0.0,0.0
4040,16,13.030000000000001,18.0,0.0
2020,7,0.0,0.0,8.0
4040,16,0.0,0.0,53.0
4040,16,0.0,0.0,24.0
4040,16,0.0,0.0,48.0
4040,16,0.0,0.0,10.0
4040,16,0.0,0.0,5.0
4040,16,3.0,34.0,414.0
4040,16,59.33,0.0,0.0
2020,7,0.0,0.0,3.0
4040,16,0.0,0.0,7.0
4040,16,0.0,0.0,6.0
4040,16,0.0,0.0,4.0
4040,16,0.0,0.0,18.0
2020,7,0.0,0.0,6.0
2020,7,0.0,0.0,1.0
2020,7,0.0,0.0,1.0
2020,9,0.0,0.0,1.0
2020,7,0.0,0.0,1.0
4040,16,20.37,0.0,0.0
2020,9,12.23,0.0,0.0
4040,16,20.369999999999997,0.0,0.0
2020,7,0.0,0.0,1.0
2020,7,0.0,0.0,3.0
2020,7,0.0,0.0,4.0
2020,7,0.0,0.0,3.0
2020,7,0.0,0.0,3.0
4040,16,0.0,0.0,15.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,4.0
2020,7,0.0,0.0,4.0
4040,16,0.0,0.0,25.0
2020,7,0.0,0.0,1.0
4040,16,0.0,0.0,9.0
2020,7,0.0,0.0,1.0
2020,7,0.0,0.0,15.67
2020,7,0.0,0.0,16.0
2020,7,0.0,0.0,1.0
4040,16,0.85,0.0,24.0
4040,16,0.0,0.0,39.0
2020,7,0.0,0.0,22.0
2020,9,0.0,0.0,1.0
2020,9,0.0,0.0,6.0
2020,9,0.5,1.0,10.0
2020,9,0.0,0.0,7.0
2020,9,0.25,0.0,0.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,1.0
2020,7,0.0,0.0,16.0
4040,16,0.0,0.0,50.0
2020,9,0.0,0.0,7.0
2020,7,0.0,0.0,3.0
2020,7,0.0,0.0,2.0
2020,9,0.0,0.0,12.0
2020,9,0.0,0.0,12.0
2020,7,0.0,0.0,36.0
2020,7,0.0,0.0,17.0
26244,73,2.88,0.0,5.0
2020,7,0.0,0.0,6.0
2020,7,0.0,0.0,4.0
2020,7,0.0,0.0,2.0
2020,9,0.0,8.0,480.5
2020,9,0.0,0.0,174.0
2020,7,0.0,0.0,2.0
4040,16,0.0,0.0,8.0
4040,16,0.0,0.0,8.0
4040,16,0.0,0.0,4.0
4040,16,0.0,0.0,27.0
18155,66,4.36,3.0,7.0
2020,7,0.0,0.0,1.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,6.0
2020,7,0.0,0.0,5.0
2020,7,0.0,0.0,4.0
8073,34,0.0,0.0,12.0
4040,16,0.0,0.0,3.0
2020,7,0.0,0.0,11.0
4040,16,32.54,0.0,0.0
4040,16,0.0,0.0,29.0
4040,16,0.0,0.0,20.0
2020,7,0.0,0.0,10.0
4040,16,0.0,0.0,16.0
4040,16,0.0,0.0,20.0
4040,16,0.0,0.0,6.0
2020,7,0.0,0.0,1.0
4040,16,18.46,0.0,0.0
2020,7,0.0,0.0,19.0
2020,7,0.0,0.0,15.0
2020,7,0.0,0.0,7.0
2020,7,0.0,0.0,1.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,2.0
18155,66,25.84,13.92,0.0
48444,152,69.24,43.5,0.0
16156,47,18.08,1.0,0.0
2020,7,0.0,0.0,4.0
2020,7,0.0,0.0,2.0
48444,152,379.31,367.49,377.67
48444,152,631.46,605.66,2.0
2020,7,0.0,0.0,2.0
12104,42,0.88,1.0,0.0
48444,152,737.03,789.67,861.0
38345,124,8.27,4.0,0.0
26232,89,3.6,0.0,0.0
10085,40,1.47,0.0,0.0
2020,9,0.0,0.0,6.0
48444,152,291.35,309.84000000000003,354.0
32296,118,55.370000000000005,43.83,1.0
8068,31,3.04,0.0,0.0
26242,82,4.18,1.0,0.0
48444,152,185.7,199.0,183.0
24226,58,10.34,12.67,0.0
48444,152,284.95,253.67000000000002,43.0
24212,74,7.26,0.0,0.0
18160,72,11.03,0.0,0.0
4034,13,1.56,0.0,0.0
12102,57,0.48,-2.0,0.0
48444,152,244.47,233.25,144.0
46424,143,25.27,20.0,3.0
40366,121,62.17,62.92,0.0
42384,133,11.78,6.92,12.0
16137,64,10.9,0.0,0.0
4040,16,32.32,0.0,0.0
48444,152,413.24,409.34000000000003,0.0
48444,152,102.83,88.0,0.0
48444,152,161.44,190.07999999999998,0.0
40364,132,35.68,34.0,0.0
40364,132,14.9,11.0,0.0
48444,152,269.99,280.49,39.0
12104,41,2.21,0.0,0.0
4040,16,1.52,43.0,0.0
48444,152,546.64,527.0,137.0
48444,152,389.68,399.99,22.0
48444,152,152.46,174.1,342.0
48444,152,317.22999999999996,340.09000000000003,157.67
44404,136,16.66,14.0,0.0
48444,152,294.11,287.84000000000003,310.0
6052,21,1.02,0.0,0.0
2020,7,2.72,0.0,0.0
4040,16,69.49000000000001,132.0,12.0
48444,152,695.54,674.51,0.0
4040,16,132.15,162.0,18.0
28250,84,11.030000000000001,0.0,0.0
4040,16,197.15,263.0,70.0
2017,6,0.24,0.0,0.0
10097,32,0.71,1.0,0.0
48444,152,181.03,182.92,8.0
6051,24,0.4,0.0,0.0
18155,66,41.2,21.0,0.0
18155,66,16.1,1.0,0.0
10086,42,1.36,0.0,0.0
30278,88,6.28,8.0,1.67
46424,143,24.08,17.0,0.0
48444,152,628.79,652.84,216.0
28250,91,9.18,0.0,0.0
32291,106,9.09,5.0,0.0
48444,152,883.57,902.92,207.67000000000002
40373,116,10.84,6.0,0.0
48444,152,812.71,832.4300000000001,1.0
48444,152,328.08,315.15999999999997,224.5
42384,133,13.03,9.83,3.0
48444,152,1652.11,1599.33,689.0
48444,152,109.92,105.0,0.0
16138,58,6.45,0.0,0.0
14119,63,4.26,-0.08,0.0
48444,152,1331.15,1289.66,5.0
6052,18,0.8400000000000001,0.0,0.0
12102,52,3.31,1.0,0.0
16138,60,3.6300000000000003,-0.16,0.0
28250,94,11.68,0.0,0.0
44404,142,16.34,8.0,0.0
38345,125,17.82,20.0,0.0
8068,36,1.85,0.5,0.0
46424,143,83.76,71.83,0.0
24214,69,4.47,1.92,0.0
40364,132,78.35000000000001,70.83,0.0
48444,152,79.5,67.17,0.0
48444,152,244.86,244.67,38.0
26234,91,5.39,-0.08,0.0
44406,140,108.62,38.0,331.0
18155,66,72.45,100.0,0.0
16140,61,4.05,0.0,0.0
48444,152,128.53,143.67,3.0
14123,59,0.81,0.0,4.0
40364,132,57.059999999999995,50.0,0.0
6052,20,0.24,0.0,0.0
6051,24,1.7000000000000002,0.0,0.0
44408,134,6.41,0.0,0.0
48444,152,46.5,47.0,0.0
48444,152,134.75,132.33,0.0
18155,66,18.12,0.0,0.0
28250,81,7.95,5.0,1.0
18155,66,14.35,8.0,0.0
22194,79,5.43,0.0,0.0
42385,135,24.16,14.0,0.0
38345,121,0.0,0.0,257.0
48444,152,216.34,209.92,3.0
28251,92,6.46,0.0,0.0
18155,66,4.13,0.0,0.0
48444,152,198.32,186.32999999999998,0.0
34313,102,9.33,2.83,0.0
48444,152,326.28,315.0,9.0
18155,66,11.35,0.0,0.0
48444,152,58.66,59.0,0.0
32296,97,6.61,0.0,0.0
18155,66,5.01,0.0,0.0
48444,152,296.34,292.67,39.0
22193,77,1.2,-1.25,0.0
26233,79,10.67,2.0,0.0
48444,152,36.69,40.0,0.0
48444,152,1520.1499999999999,1390.16,242.67000000000002
46425,147,15.47,10.0,7.0
14121,48,4.59,0.0,0.0
42385,131,12.41,-0.08,0.0
28250,91,14.7,6.0,1.0
2019,4,0.08,0.0,0.0
46425,150,287.21,319.0,31.0
2019,6,0.0,0.08,0.0
18155,66,9.29,0.0,0.0
48444,152,1005.65,973.83,12.0
32288,97,13.19,9.0,0.0
12102,51,20.8,0.0,0.0
44407,141,22.18,18.0,0.0
6051,31,0.72,0.0,0.0
48444,152,2212.23,2245.83,47.0
24212,78,10.639999999999999,1.0,8.0
18155,66,8.129999999999999,6.0,0.0
48444,152,557.81,574.25,90.0
34311,113,8.32,2.0,0.0
48444,152,115.25,121.0,0.0
16138,60,3.74,0.0,0.0
46424,149,14.74,10.0,0.0
6051,27,0.56,0.0,0.0
48444,152,929.72,903.83,0.0
48444,152,271.67,281.84,111.0
16138,54,2.0100000000000002,0.0,0.0
48444,152,383.82,384.17,15.0
22193,69,97.67,77.17,0.0
48444,152,155.95,132.0,0.0
24212,72,5.6499999999999995,0.0,0.0
18157,64,1.7,2.0,0.0
32290,107,17.18,-0.16,0.0
32289,103,15.75,0.0,0.0
48444,152,485.3,512.5,1.0
34307,107,4.5,3.0,0.0
18155,66,7.08,0.0,0.0
48444,152,487.28,507.67,0.0
6051,21,0.65,0.0,0.0
48444,152,240.39,233.83,0.0
4039,2,15.11,15.0,0.0
36338,107,12.9,12.0,1.0
48444,152,295.46,300.0,0.0
48444,152,1151.3,1152.66,78.0
18155,66,39.13,0.76,0.0
34308,116,48.93,68.0,0.0
14119,63,4.22,4.0,0.0
16154,36,23.73,35.0,0.0
16148,51,111.1,170.0,0.0
18168,49,2.01,0.0,0.0
48444,152,24.22,20.67,4.0
6051,21,0.92,0.0,0.0
36336,112,4.93,7.0,0.0
48444,152,441.0,437.17,0.0
34307,103,4.4,1.0,0.0
44405,133,15.11,9.5,0.0
2017,7,0.16,0.0,0.0
38348,137,56.5,56.0,1.0
22195,78,14.45,16.0,0.0
40368,131,35.4,32.0,0.0
18155,66,14.75,11.0,0.0
12102,51,4.09,0.0,0.0
32291,103,10.469999999999999,6.0,3.0
48444,152,751.09,758.33,0.0
34312,99,3.55,0.0,0.0
30270,104,7.35,1.0,0.0
48444,152,347.46,372.92,1.0
48444,152,371.95,374.5,114.0
48444,152,409.45,405.32,12.0
42385,136,31.89,18.0,2.0
28254,86,3.54,0.0,0.0
46424,143,117.0,128.0,0.0
36327,105,8.48,0.0,0.0
48444,152,129.08,135.92,0.0
20174,68,16.78,9.0,1.0
8072,23,1.75,-1.0,0.0
30269,87,2.73,1.0,0.0
42384,133,46.29,32.0,0.0
48444,152,649.13,631.49,3.0
14119,63,9.629999999999999,3.0,0.0
44404,136,28.68,27.0,18.0
20180,62,1.2,0.0,0.0
2017,6,0.85,0.0,0.0
10097,40,26.96,32.92,0.0
48444,152,372.14,389.67,8.0
2017,6,0.08,0.0,0.0
20174,72,13.16,3.0,1.0
48444,152,71.64,60.0,0.0
28259,88,7.44,0.0,0.0
48444,152,3184.2200000000003,3329.86,2758.67
18155,66,1.86,0.0,0.0
34307,105,9.41,0.0,0.0
48444,152,2142.77,2195.11,37.0
18161,54,3.5,2.0,0.0
48444,152,245.01,239.92,118.0
10087,31,0.64,0.0,0.0
6051,21,0.8500000000000001,0.0,0.0
6051,22,1.84,0.0,0.0
40364,132,20.46,11.92,0.0
44404,144,19.42,12.0,0.0
48444,152,607.8100000000001,553.31,11.0
10085,40,9.57,-1.0,0.0
6053,23,0.67,0.0,0.0
48444,152,57.32,56.83,0.0
48444,152,67.66,66.83,144.0
28257,87,3.74,0.0,0.0
36330,123,90.58,85.83,7.0
48444,152,1097.0,1088.25,664.0
48444,152,470.67,488.6,57.83
18155,66,13.37,6.0,0.0
20174,67,29.33,1.0,0.0
18158,59,2.1799999999999997,1.0,0.0
48444,152,2655.52,2478.8,32.0
26231,78,10.69,3.0,0.0
48444,152,743.6899999999999,761.5,144.0
30272,100,10.85,2.0,1.0
48444,152,541.64,528.48,82.0
36326,126,12.73,5.0,0.0
14119,63,5.25,2.0,0.0
18163,64,1.36,0.0,0.0
48444,152,343.28,376.67,4.0
22193,69,5.72,1.0,4.0
48444,152,155.45,185.83,0.0
2017,6,2.99,0.0,0.0
6052,23,0.68,0.0,0.0
16143,58,0.4,-2.7399999999999998,0.0
44404,136,40.39,2.83,0.0
2017,6,0.17,0.0,0.0
42393,131,66.51,86.0,3.0
48444,152,40.4,21.84,1.0
42393,131,84.16,98.66,11.0
38345,130,8.52,7.0,1.0
48444,152,623.1,583.83,5.0
48444,152,16.650000000000002,6.0,0.0
16144,42,1.46,0.0,0.0
32288,96,14.03,5.0,0.0
28252,100,3.9,2.0,0.0
42393,131,127.89,151.32999999999998,1.0
42393,131,65.45,86.67,0.0
48444,152,406.25,416.59000000000003,0.0
18157,63,42.71,30.0,0.0
44410,139,284.13,306.0,0.0
48444,152,545.21,584.83,2.0
18155,66,2.49,0.0,0.0
48444,152,83.06,67.0,131.0
44405,136,8.51,4.0,0.0
48444,152,64.42,41.0,0.0
6051,21,3.08,2.0,0.0
32288,95,4.99,0.0,0.0
36328,114,15.56,5.83,3.0
16138,54,2.41,0.0,0.0
32289,119,5.61,0.0,0.0
48444,152,210.33,214.0,0.0
34308,109,5.140000000000001,0.84,0.0
48444,152,13.38,8.0,1.0
48444,152,212.5,186.35,4.0
4035,11,0.0,3.0,0.0
48444,152,22.39,21.0,0.0
6052,14,0.41000000000000003,-0.08,0.0
48444,152,429.69,420.49,0.0
48444,152,119.12,108.83,0.0
48444,152,21.53,21.0,44.0
48444,152,41.43,30.35,0.0
48444,152,231.56,253.57,41.0
30269,97,9.97,7.0,0.0
16138,55,1.45,0.0,0.0
12103,43,11.14,6.0,0.0
48444,152,183.52,177.52,0.0
8069,32,0.32,0.0,0.0
12104,34,2.88,0.0,0.0
40365,127,16.88,11.0,0.0
4034,14,11.56,-0.16,1.0
48444,152,355.91,362.92,3.0
42386,140,26.03,5.0,0.0
18155,66,13.73,1.0,0.0
44408,139,14.530000000000001,6.0,1.0
48444,152,519.27,520.92,2.0
32294,97,3.7600000000000002,0.0,0.0
32288,98,64.64,57.0,0.0
48444,152,381.63,393.0,1.0
48444,152,283.99,324.75,4.0
42385,138,15.620000000000001,11.0,0.0
48444,152,26.099999999999998,14.92,0.0
20174,67,18.98,1.0,1.0
48444,152,216.6,264.83,10.0
48444,152,1241.34,1259.75,448.0
4038,14,5.08,0.0,0.0
18155,66,39.79,9.83,0.0
40364,132,16.17,5.0,0.0
48444,152,71.95,72.0,0.0
14130,52,13.02,14.0,11.0
48444,152,1579.49,1488.66,54.0
20174,68,8.8,5.0,0.0
36327,109,33.96,26.0,0.0
48444,152,53.51,44.92,0.0
20174,72,16.509999999999998,7.0,0.0
48444,152,66.2,61.0,146.0
34307,110,26.82,15.0,0.0
18155,66,29.79,4.0,0.0
28250,85,7.86,3.0,0.0
48444,152,89.05,80.0,2.0
30269,87,57.71,50.980000000000004,0.0
18155,66,8.86,0.0,0.0
32288,94,15.4,9.0,0.0
38347,114,8.14,4.0,0.0
28259,82,4.58,1.92,0.0
18155,66,11.47,0.0,0.0
48444,152,110.03,100.83,1.0
46424,149,0.0,0.0,153.0
48444,152,472.18,466.67,29.0
8068,34,0.0,0.0,6.0
46424,143,30.04,23.0,0.0
10086,32,1.0,0.0,324.0
8068,30,0.0,0.0,76.0
2017,7,0.0,0.0,38.0
48444,152,46.62,25.0,0.0
18155,66,14.0,20.0,494.0
16138,59,3.39,1.0,0.0
30279,91,129.5,120.0,791.75
16138,58,1.54,2.0,1.0
48444,152,2811.55,2908.5,9483.0
48444,152,74.08,96.0,2495.5
44404,136,99.82000000000001,87.75,0.0
48444,152,208.19,210.92,38.0
32293,101,4.26,0.0,0.0
46425,145,98.4,15.0,0.0
48444,152,351.52,350.49,0.0
10085,50,1.85,2.92,0.0
6051,24,280.54,289.0,9.0
48444,152,92.25,88.0,0.0
48444,152,51.75,25.0,4.0
22193,70,12.19,10.0,0.0
48444,152,117.76,111.0,0.0
14121,53,2.5700000000000003,3.0,0.0
4034,19,0.16,0.0,0.0
16137,64,1.11,0.0,0.0
48444,152,214.39,210.0,92.0
18155,66,12.57,0.0,0.0
16138,58,3.07,0.0,0.0
4034,14,0.34,0.0,0.0
44404,136,22.84,19.0,0.0
46424,149,10.15,5.92,0.0
40376,122,278.18,275.0,69.0
12102,51,17.14,0.0,0.0
48444,152,425.42,407.0,0.0
36326,118,5.85,-0.08,0.0
30278,91,3.5300000000000002,0.0,0.0
10095,32,0.8500000000000001,2.0,0.0
48444,152,63.98,61.92,37.0
42385,126,11.91,2.75,0.0
48444,152,664.49,694.83,107.0
48444,152,25.15,19.92,0.0
12102,52,0.96,0.0,0.0
18155,66,38.46,28.0,0.0
20174,72,12.41,0.0,0.0
8076,34,1.53,2.0,0.0
44406,145,63.72,76.0,0.0
34312,114,6.54,5.0,1.0
34307,102,24.1,10.83,0.0
48444,152,58.35,62.0,2.0
24212,79,12.81,0.0,0.0
48444,152,28.84,26.33,0.0
46424,143,54.54,35.0,0.0
48444,152,32.93,24.92,0.0
48444,152,52.41,20.83,1.0
12104,39,0.4,1.0,0.0
48444,152,228.93,218.0,30.0
16137,64,15.33,0.0,0.0
26231,76,16.89,4.0,0.0
16142,63,2.27,0.0,0.0
44405,148,33.66,13.0,0.0
48444,152,854.15,861.0,112.0
48444,152,139.52,138.0,0.0
24214,74,56.07,58.83,0.0
14119,63,22.97,-0.34,0.0
30269,87,17.3,0.0,0.0
40366,120,7.47,3.0,0.0
46427,143,28.21,21.5,0.0
48444,152,218.71,212.66,17.0
32289,92,12.4,2.83,0.0
16143,55,2.04,0.0,0.0
18155,66,23.43,1.0,0.0
46424,143,31.78,28.0,0.0
48444,152,32.29,31.0,5.0
48444,152,329.08,310.0,46.0
44405,138,13.44,1.0,0.0
6051,25,0.49,0.0,0.0
48444,152,40.84,21.0,0.0
48444,152,626.47,629.0,0.0
20181,57,4.07,0.0,0.0
18155,66,9.0,-0.17,0.0
16142,56,13.8,14.42,0.0
12106,37,106.33,120.0,0.0
20174,68,4.57,0.0,0.0
44406,141,9.879999999999999,8.0,2.0
44404,136,25.36,0.0,0.0
18155,66,13.57,0.0,2.0
8068,37,1.13,0.0,0.0
18155,66,13.22,1.0,0.0
18155,66,13.19,1.0,0.0
48444,152,350.08,349.0,12.0
30269,89,43.83,48.0,0.0
48444,152,86.71000000000001,85.5,0.0
