YEAR,MONTH,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
4040,16,0.0,0.0,8.0
2020,7,0.0,0.0,2.0
2020,7,0.0,0.0,1.0
48444,152,32.65,29.0,0.0
2017,9,0.0,0.0,1.0
6051,30,0.48,0.0,0.0
20187,58,1.1300000000000001,1.0,4.0
8070,21,0.81,0.0,0.0
2020,9,2.92,6.0,4.0
2020,9,5.82,9.0,40.0
2020,9,0.85,18.0,0.0
2020,9,0.0,0.0,1.0
2020,9,0.0,0.0,4.0
2020,9,2.28,50.0,2.0
2020,9,0.0,0.0,16.0
2020,9,0.0,6.0,10.0
2020,9,0.0,0.0,2.0
2020,9,0.0,0.0,1.0
2020,9,1.69,8.0,0.0
2020,9,0.0,1.0,0.0
2020,9,0.0,0.0,1.0
2020,9,0.0,0.0,1.0
16137,64,3.71,0.0,0.0
2020,9,3.45,7.0,0.0
2020,9,0.0,0.0,1.0
12108,33,0.0,0.0,20.0
44404,136,2.43,3.0,173.92000000000002
40365,129,0.0,0.0,118.0
48444,152,377.86,371.82,0.0
2017,6,0.0,0.0,1.0
44404,136,4.75,4.0,43.0
26233,76,0.8500000000000001,2.0,28.0
40365,124,5.23,7.0,44.0
2019,4,0.0,0.0,2.0
10095,33,73.28,75.0,47.0
8077,25,0.0,0.0,7.0
14135,48,2.21,11.0,0.0
16154,54,2.52,5.0,0.0
16155,54,0.32,1.5,17.0
22213,76,2.81,4.0,103.92
22213,76,26.990000000000002,72.0,0.0
6057,22,0.0,0.0,3.0
18175,64,26.97,21.0,0.0
2019,5,0.0,0.0,1.0
2019,5,0.0,0.0,2.0
12114,51,10.14,10.0,0.0
12115,46,11.69,12.0,0.0
22213,76,21.86,25.0,0.0
4039,8,0.0,0.0,4.0
18175,65,57.74,74.0,90.0
10096,37,0.0,0.0,6.83
10099,31,54.4,46.0,88.0
4039,9,0.0,0.0,7.0
2019,6,0.0,0.0,1.0
2019,6,0.0,0.0,1.0
8078,21,0.0,0.0,5.0
4039,12,0.0,0.0,2.0
6058,23,0.0,0.0,3.0
8077,37,0.0,0.0,5.0
20194,71,75.64,91.0,214.96
12115,52,1.53,1.0,2.0
8076,33,0.0,0.0,7.0
4038,17,0.0,0.0,4.0
6057,25,0.0,0.0,8.0
10098,28,2.5300000000000002,3.0,0.0
20194,71,51.84,67.0,151.0
8076,36,0.0,0.0,19.0
12116,44,0.0,0.0,13.0
4038,17,0.0,0.0,6.0
16156,58,14.25,27.0,0.0
8077,30,0.0,0.0,6.0
6059,26,1.01,0.0,1.0
2019,10,0.0,0.0,1.0
14137,50,15.48,33.0,0.0
8078,25,5.079999999999999,6.0,0.0
18163,63,0.0,0.0,9.0
8078,22,0.0,0.0,9.0
2019,8,0.0,0.0,17.0
2019,8,0.0,0.0,17.0
2019,8,0.0,0.0,17.0
2020,1,4.04,4.0,0.0
6057,30,0.0,0.0,5.0
2019,9,0.0,0.0,1.0
2019,9,0.0,0.0,1.0
4039,18,0.0,0.0,6.0
12117,41,7.63,24.0,0.0
2020,1,1.19,3.0,0.0
2019,9,0.0,0.0,11.0
6060,17,0.8500000000000001,2.0,0.0
6060,13,0.8500000000000001,3.0,0.0
8080,20,1.19,3.0,0.0
2020,1,0.17,2.0,0.0
6059,17,0.0,0.0,3.0
4040,16,0.0,0.0,3.0
4038,21,0.0,0.0,5.0
12118,41,7.12,31.0,0.0
8080,20,1.02,5.0,0.0
2019,11,0.0,0.0,2.0
4039,12,0.0,0.0,2.0
12118,41,16.130000000000003,31.0,0.0
10099,31,35.33,53.0,4.0
2019,10,0.0,0.0,4.0
2019,10,0.0,0.0,2.0
8079,24,0.0,0.0,8.0
2019,11,0.0,0.0,2.0
2019,10,0.0,0.0,1.0
8080,20,2.36,0.0,4.0
10099,31,14.09,22.0,0.0
6059,21,0.0,0.0,4.0
2019,11,0.0,0.0,2.0
2019,11,0.0,0.0,1.0
2020,1,0.0,0.0,2.0
8080,20,4.59,2.0,0.0
8080,20,4.59,1.0,0.0
8080,20,8.969999999999999,0.0,0.0
8080,20,5.95,0.0,0.0
2020,1,0.0,0.0,3.0
4040,4,0.0,0.0,3.0
6060,13,2.9699999999999998,8.0,0.0
8080,20,4.95,11.0,0.0
6060,19,5.0,3.0,8.0
6060,19,24.46,38.0,0.0
8080,20,97.49000000000001,148.0,0.0
6060,19,12.85,18.0,16.0
2020,1,0.0,0.0,4.0
2020,1,0.0,0.0,4.0
6060,19,21.34,20.0,7.0
2020,3,0.0,0.0,2.0
6060,19,0.0,0.0,86.0
6053,25,0.0,0.0,4.0
2020,3,0.0,0.0,1.0
4040,16,0.0,0.0,3.0
2020,7,0.0,0.0,1.0
6060,19,2.52,3.0,0.0
2020,9,0.0,0.0,1.0
2020,7,0.0,0.0,6.0
2020,3,0.0,0.0,30.0
4040,16,0.0,0.0,5.0
2020,3,0.0,0.0,1.0
6060,19,17.43,58.0,0.0
6060,19,9.969999999999999,33.0,0.0
2020,7,0.0,0.0,1.0
2017,10,0.0,0.0,1.0
4040,16,0.73,1.0,7.0
4040,16,2.64,1.0,0.0
2020,7,0.0,0.0,3.0
4040,16,49.010000000000005,4.0,0.0
4040,16,0.0,0.0,8.0
2020,9,0.0,0.0,2.0
2020,9,0.08,0.0,0.0
4040,16,0.0,0.0,9.0
4040,16,1.6,25.0,2.0
2020,9,0.0,0.0,1.0
4040,16,4.59,0.0,0.0
4040,16,4.42,0.0,0.0
4040,16,17.490000000000002,0.0,0.0
4040,16,0.0,0.0,4.0
4040,16,0.0,0.0,3.0
4040,16,72.56,82.0,10.0
2020,9,45.25,49.0,0.0
2020,9,0.0,0.0,2.0
2020,7,0.0,0.0,4.0
4040,16,5.390000000000001,1.0,2.0
2020,9,0.34,2.0,0.0
4040,16,0.5,0.0,0.0
4040,16,0.0,0.0,34.0
2020,7,0.0,0.0,2.0
4040,16,5.0,0.0,240.0
2020,7,0.0,0.0,4.0
16145,74,15.95,21.0,97.0
2020,7,0.0,0.0,2.0
4040,16,11.5,1.0,328.0
2020,7,0.0,0.0,2.0
4040,16,3.0,0.0,209.0
2020,9,0.0,1.0,0.0
4040,16,0.0,0.0,5.0
2020,7,0.0,0.0,1.0
4040,16,0.8500000000000001,26.0,0.0
2020,9,5.76,0.0,0.0
2020,9,0.0,0.0,5.0
2020,9,14.93,9.0,2.0
2020,9,7.11,1.0,4.0
2020,9,16.95,11.0,4.0
2020,9,1.69,26.0,0.0
2020,9,0.0,0.0,1.0
2020,9,0.16,0.0,2.0
2020,9,0.0,0.0,3.0
18171,47,0.0,0.0,15.0
16138,57,9.54,14.0,63.0
38349,121,0.0,0.0,65.0
4034,19,0.0,0.0,2.0
2017,11,0.0,0.0,1.0
14128,63,0.0,0.0,15.0
48444,152,261.56,256.0,0.0
48444,152,21.580000000000002,19.0,6.0
6055,18,0.0,0.0,3.0
10086,37,8.18,0.0,1.0
20183,86,68.98,68.0,323.0
44404,136,92.84,70.0,38.0
16138,59,5.0,5.0,26.0
14125,62,55.0,45.0,333.0
20180,69,5.29,0.6699999999999999,0.0
6053,34,0.0,0.0,18.0
2017,8,0.0,0.0,1.0
10093,25,0.0,0.0,7.0
32298,106,0.0,0.0,41.0
42385,130,13.71,6.0,0.0
46425,142,15.41,3.0,0.0
48444,152,161.35,150.82999999999998,47.0
4034,15,0.0,0.0,1.0
12109,39,8.12,7.0,76.0
44404,142,19.47,17.0,9.0
2020,1,0.0,0.0,1.0
2017,11,0.0,0.0,1.0
32288,105,5.6000000000000005,7.0,26.83
12103,44,0.0,0.0,41.0
42390,129,4.25,4.0,90.0
2017,10,0.0,0.0,12.0
48444,152,0.0,0.0,168.0
48444,152,77.43,72.66,19.0
2017,10,0.0,0.0,1.0
14119,63,2.46,0.0,0.0
18166,58,35.04,41.0,114.0
4034,23,0.0,0.0,7.0
4034,20,0.0,0.0,4.0
30272,95,0.0,0.0,35.5
48444,152,1841.0,1792.83,47.0
36326,112,0.0,0.0,59.0
46424,145,1.0,1.0,123.75
10087,36,23.0,24.0,58.75
24224,54,1.75,1.0,49.0
48444,152,67.16,69.0,312.0
10089,28,0.0,0.0,10.0
4034,15,0.0,0.0,4.0
16144,42,15.75,17.0,24.0
6055,19,0.0,0.0,3.0
38352,121,4.08,4.0,40.83
4036,11,0.0,0.0,4.0
8070,25,0.82,1.0,4.0
4037,7,0.0,0.0,2.0
32291,105,2.7,2.0,8.0
2019,1,0.0,0.0,1.0
2020,7,0.0,0.0,2.0
48444,152,104.2,105.0,998.5
44404,136,0.0,0.0,146.83
18155,66,76.27,72.0,65.0
6055,23,0.0,0.0,3.0
8071,26,0.0,0.0,10.0
28250,81,51.06,48.0,47.0
40370,124,8.5,7.0,155.0
2017,6,0.0,0.0,4.0
46425,149,4.0,4.0,97.0
4035,9,0.68,0.0,0.0
40366,122,7.0,6.0,95.0
46424,145,0.0,0.0,69.0
38346,132,9.450000000000001,0.83,1.0
4034,16,0.0,0.0,2.0
18155,66,12.54,14.0,12.0
34308,111,8.59,6.0,6.0
36326,111,32.04,33.0,230.5
10087,30,0.0,0.0,6.0
42388,131,12.610000000000001,7.0,8.83
40370,133,0.0,0.0,40.0
16146,61,0.0,0.0,10.0
2020,1,0.0,0.0,1.0
38352,113,0.12,0.0,35.0
22198,63,1.23,0.0,16.0
24226,75,0.0,0.0,15.0
16150,34,5.62,5.0,9.0
32293,94,0.0,0.0,46.0
30271,100,0.0,0.0,36.0
2019,4,0.0,0.0,3.0
26232,79,0.0,0.0,30.0
2018,1,0.0,0.0,2.0
16144,71,0.0,0.0,9.0
48444,152,18.86,11.92,0.0
4036,9,0.0,1.0,1.0
8071,28,8.0,8.0,9.0
2019,9,0.0,0.0,1.0
2020,7,0.0,0.0,1.0
46427,145,2.0,2.0,148.0
12109,39,15.5,15.0,62.0
44404,136,93.98,85.83,0.0
6053,34,0.0,0.0,9.0
4036,23,0.0,0.0,4.0
6051,29,0.75,0.0,19.0
48444,152,16.82,15.92,7.0
4039,18,0.0,0.0,8.0
2020,9,0.0,1.0,0.0
2017,9,0.0,0.0,1.0
48444,152,0.0,0.0,240.0
4036,23,0.0,0.0,28.0
8069,35,0.0,0.0,8.0
10090,27,0.48,0.0,7.0
2019,11,0.0,0.0,8.0
2017,11,0.0,0.0,1.0
6053,34,4.25,5.0,172.0
30277,90,10.63,4.0,1.0
2017,11,0.0,0.0,11.0
6053,31,0.0,0.0,30.0
6053,31,0.0,0.0,53.0
6051,21,6.0,6.0,20.0
44404,136,318.48,317.0,913.5
4034,13,0.0,0.0,7.0
6052,24,0.0,0.0,4.0
14133,49,0.0,0.0,12.0
2017,8,0.0,0.0,1.0
8076,27,0.0,0.0,4.0
4036,20,0.0,0.0,2.0
28256,95,0.0,0.0,22.0
4036,16,0.0,0.0,2.0
2017,10,0.0,0.0,0.0
2017,6,0.0,2.0,0.0
2017,12,0.0,0.0,11.0
8069,25,0.0,0.0,5.0
6055,24,0.0,0.0,6.0
12110,44,0.0,0.0,10.0
4036,3,1.0,3.0,17.0
18157,62,0.0,0.0,19.0
48444,152,5.91,4.0,56.0
2017,11,0.0,0.0,1.0
48444,152,116.2,117.5,11.0
24227,74,0.0,0.0,32.0
40367,121,0.0,0.0,42.96
8068,33,0.0,0.0,5.0
8074,19,0.0,0.0,3.95
22203,62,0.0,0.0,30.0
20179,65,0.0,0.0,14.0
48444,152,33.2,37.0,197.0
44405,141,0.0,0.0,60.0
48444,152,624.02,638.83,37.83
28259,84,0.0,0.0,20.0
2019,5,0.0,0.0,1.0
12104,35,4.75,8.0,32.0
8070,21,1.75,4.0,5.0
4034,20,0.0,0.0,3.0
48444,152,3.29,5.0,260.84
44405,134,23.5,26.0,93.0
2018,2,0.0,0.0,5.0
18155,66,4.0,4.0,33.0
6051,28,0.0,0.0,5.0
2017,12,0.08,0.0,0.0
2018,2,0.0,0.0,1.0
12103,44,0.0,0.0,9.0
48444,152,144.69,166.0,677.16
48444,152,509.40999999999997,483.0,1288.5
30279,97,0.0,0.0,47.0
32296,105,11.73,13.0,7.0
2019,4,0.0,0.0,1.0
2017,8,0.0,0.0,1.0
22193,69,11.81,12.0,1.0
18161,57,0.0,0.0,11.0
14129,43,0.0,0.0,7.0
34311,122,9.040000000000001,6.0,30.0
6056,24,0.0,0.0,3.0
10087,36,2.0,4.0,9.0
4038,10,0.0,0.0,2.0
2020,1,0.0,0.0,2.0
2019,3,0.0,0.0,1.0
48444,152,20.689999999999998,5.0,185.0
8068,30,11.75,2.0,59.0
4037,18,0.0,0.0,2.0
16138,59,0.0,0.0,36.0
6054,26,0.0,0.0,6.0
6058,26,0.0,0.0,8.0
2017,9,0.0,0.0,1.0
44406,149,20.58,30.0,330.21
6056,26,0.0,0.0,6.0
48444,152,39.03,29.0,0.0
2019,11,0.0,0.0,1.0
4039,7,0.0,0.0,3.0
8069,28,0.0,0.0,9.0
2017,11,0.0,0.0,1.0
10086,36,0.0,0.0,5.0
12102,51,0.0,0.0,14.0
18155,66,0.0,0.0,15.0
48444,152,14.290000000000001,12.0,213.0
48444,152,71.04,73.0,587.0
14133,51,0.0,0.0,6.0
16139,63,2.37,0.0,0.0
12109,29,0.0,0.0,7.0
4034,17,0.0,0.0,2.0
22201,100,41.410000000000004,43.0,162.0
2017,11,0.0,0.0,1.0
42385,139,9.34,7.0,2.0
20174,67,46.0,48.0,188.0
2017,8,0.0,0.0,1.0
48444,152,814.8,826.6,1167.42
6053,34,2.0,2.0,111.0
8076,29,0.0,0.0,6.0
48444,152,146.52,138.0,66.0
4038,16,0.0,0.0,2.0
44405,141,0.0,0.0,61.0
2019,11,0.0,0.0,2.0
6053,34,0.0,0.0,6.0
18155,66,14.75,16.0,87.0
18155,66,0.0,0.0,16.0
4038,6,0.0,0.0,8.0
48444,152,66.87,70.0,220.0
36327,115,0.0,0.0,58.0
4036,10,0.0,0.0,2.0
14129,43,0.0,0.0,8.0
4036,3,0.0,0.0,12.0
48444,152,25.25,24.0,319.96
6051,23,0.0,0.0,4.0
6051,21,1.38,0.0,0.0
40368,130,4.0,5.0,45.0
46424,143,9.25,10.0,104.0
4034,23,0.0,0.0,10.0
48444,152,55.78,45.0,9.0
30276,100,0.0,0.0,28.0
48444,152,9.06,5.0,34.0
20186,42,3.0,6.0,5.0
12106,39,0.0,0.0,10.0
2017,6,0.0,0.0,1.0
22193,69,26.0,27.0,116.0
4034,14,0.0,0.0,2.0
12102,55,1.54,1.0,1.0
6057,3,0.0,0.0,26.0
48444,152,36.67,30.0,8.0
2018,2,0.0,0.0,1.0
8076,10,1.02,1.0,7.0
4034,16,0.89,0.0,0.0
10090,33,0.0,0.0,7.0
16149,54,0.0,0.0,13.0
2020,7,0.0,0.0,0.0
48444,152,0.0,0.0,996.0
10085,43,0.64,0.0,0.0
16149,48,0.0,0.0,9.0
4034,17,0.0,0.0,3.0
10085,40,43.81,38.0,4.0
2019,6,0.0,0.0,1.0
30278,98,0.0,0.0,25.0
8071,30,0.0,0.0,25.0
6051,24,0.98,1.0,1.0
2017,8,0.0,0.0,1.0
48444,152,139.72,127.76,75.0
44405,145,0.0,0.0,52.0
2017,7,0.0,0.0,1.0
46424,149,4.45,6.0,55.0
48444,152,3413.0,3485.0,18107.57
18165,61,91.53999999999999,101.0,379.0
48444,152,1729.43,1684.96,3695.0
48444,152,95.25,97.0,2487.0
6053,15,3.5,4.0,19.0
48444,152,186.84,187.75,641.25
48444,152,70.99,50.0,0.0
12104,45,0.0,0.0,8.0
48444,152,3830.2,3777.71,11260.34
48444,152,1235.18,1236.5,2686.0
44404,136,43.3,41.0,30.83
12111,55,48.5,33.0,327.0
20174,67,8.0,8.0,350.5
4036,3,3.0,7.0,102.0
48444,152,4.49,5.0,8547.93
48444,152,868.07,838.0,3420.25
12113,17,25.75,28.0,165.0
10091,38,2.8600000000000003,0.0,0.0
48444,152,0.0,0.0,1053.0
24220,105,125.28999999999999,150.0,827.75
6051,21,0.49000000000000005,0.0,0.0
14136,49,12.280000000000001,20.0,50.0
48444,152,4236.43,4148.5,15326.04
2017,11,0.0,0.0,6.0
22193,69,226.95,224.0,671.0
8069,25,0.0,0.0,6.0
48444,152,500.58,494.0,5595.5
42393,131,489.86,509.0,2484.5
28264,97,44.0,45.0,391.0
10085,40,104.5,90.0,382.0
48444,152,303.04,321.09,33.0
10094,11,0.0,0.0,26.0
6057,10,0.0,0.0,76.0
48444,152,29.0,30.0,1684.0
48444,152,26.81,22.92,0.0
30278,103,286.42,250.0,1419.5
48444,152,57.25,60.0,601.75
40364,132,29.34,23.0,0.0
10091,46,0.0,0.0,9.0
48444,152,50.0,42.0,8965.5
24215,76,5.58,9.0,0.0
48444,152,72.06,86.0,10642.96
2017,6,0.0,0.0,3.0
2017,12,0.08,0.0,0.0
6052,22,0.0,0.0,5.0
6051,21,0.0,0.0,17.0
16147,67,0.0,0.0,35.0
26251,83,0.0,0.0,64.0
22210,57,18.54,8.0,150.5
8068,30,1.0,1.0,155.0
48444,152,722.86,714.92,1977.0
12104,45,5.1,4.0,19.0
22194,71,28.05,19.0,20.0
18157,55,0.0,0.0,18.0
24212,72,3.0,3.0,717.0
12115,49,0.0,0.0,59.5
46424,143,3.58,4.0,338.0
6053,26,0.0,0.0,5.0
22199,76,52.9,51.0,214.0
48444,152,535.61,517.0,4073.0
48444,152,0.0,0.0,688.0
4039,18,0.0,0.0,5.0
48444,152,0.0,0.0,762.0
20174,67,0.0,0.0,222.0
48444,152,554.57,599.84,489.0
48444,152,0.0,0.0,310.0
48444,152,0.0,0.0,334.0
48444,152,379.62,401.84000000000003,325.92
44410,131,0.0,0.0,71.0
10090,36,0.0,0.0,25.0
48444,152,235.3,217.5,84.0
34317,108,46.49,43.0,568.0
10091,46,0.0,0.0,16.0
36327,121,0.0,0.0,188.0
48444,152,4607.23,4534.46,25390.17
48444,152,242.23000000000002,236.65,148.0
20183,86,211.12,181.0,1256.75
48444,152,169.25,159.0,2905.5
14119,63,1.8800000000000001,1.0,0.0
48444,152,1175.8,1180.96,3189.25
2019,7,0.0,0.0,0.0
8074,23,0.0,0.0,7.0
22205,46,7.75,19.0,177.0
42393,123,14.280000000000001,15.0,35.0
46427,145,40.5,42.0,74.0
8076,22,25.5,26.0,10.0
18156,69,0.0,0.0,18.0
2019,5,0.0,0.0,1.0
30276,97,0.0,0.0,25.0
32295,121,103.82,78.0,174.0
6052,16,0.0,0.0,3.0
28250,91,64.9,46.9,0.0
20175,75,0.0,0.0,39.0
48444,152,7.25,9.0,97.0
2019,7,0.0,0.0,1.0
6057,21,0.0,0.0,8.0
22198,69,0.0,0.0,15.0
2019,7,0.0,0.0,1.0
12108,39,0.0,0.0,11.0
48444,152,255.35,284.0,172.0
2017,10,0.0,0.0,1.0
18159,62,0.45,0.96,0.0
48444,152,1313.31,1329.0,5409.51
6051,27,0.0,0.0,4.0
48444,152,516.58,518.0,1558.75
48444,152,153.71,161.0,339.0
48444,152,305.6,304.0,681.0
48444,152,585.58,584.0,1205.5
32289,102,0.0,0.0,46.0
48444,152,0.0,0.0,142.0
46427,140,0.0,0.0,135.0
6057,17,0.0,0.0,3.0
46425,141,0.0,0.0,89.38
46427,140,0.0,0.0,77.5
48444,152,153.39,145.32999999999998,9.0
42384,141,4.38,5.0,73.0
10088,47,14.5,14.0,27.0
48444,152,29.2,32.0,227.75
20174,69,32.25,24.83,2.0
42386,128,0.0,1.0,60.0
46425,141,0.25,2.0,171.0
34307,102,0.0,0.0,188.0
40364,132,5.45,6.0,181.0
22202,59,12.49,8.0,42.75
38354,115,0.0,0.0,77.0
2020,9,0.0,0.0,1.0
26231,76,0.0,0.0,54.0
48444,152,20.41,22.0,23.0
28265,79,0.0,0.0,16.0
2017,6,0.0,0.0,1.0
10092,18,0.0,0.0,9.0
2018,1,0.0,0.0,8.0
24221,67,0.5,1.0,30.0
6055,11,0.0,0.0,6.0
20183,82,0.0,0.0,17.0
20183,86,233.89999999999998,213.0,632.0
48444,152,4859.5,4788.0,116987.3
4034,19,0.0,0.0,24.0
46424,145,0.0,0.0,74.0
48444,152,452.27,429.0,1218.5
46425,143,19.79,17.0,142.75
32288,105,0.0,0.0,76.0
4034,21,0.0,0.0,2.0
48444,152,109.16,112.0,183.0
46424,143,301.62,302.0,4023.5
48444,152,495.9,468.0,3301.25
18155,66,5.7700000000000005,3.0,68.0
4034,14,0.91,0.0,0.0
2017,6,0.0,0.0,-1.0
24222,94,530.63,535.75,602.5
46427,144,66.36,77.83,0.0
44408,134,43.5,44.0,72.0
48444,152,0.0,0.0,355.0
20181,59,32.64,47.0,266.75
4034,19,0.0,0.0,48.0
48444,152,0.0,0.0,8378.27
2019,1,0.0,0.0,20.0
48444,152,402.14,379.0,3480.5
48444,152,333.82,325.0,1153.5
4034,13,0.67,0.0,8.0
48444,152,420.37,415.0,3815.5
16149,57,0.0,0.0,12.0
4036,22,0.0,0.0,48.0
2020,9,0.0,0.0,1.0
32307,88,1.72,1.0,933.83
38345,121,29.0,29.0,575.5
36331,108,0.0,0.0,27.0
16138,64,51.160000000000004,44.0,29.0
4034,23,2.0,3.0,73.0
22203,70,108.5,104.0,785.0
24222,67,0.0,0.0,128.0
22199,83,124.33,126.0,390.0
28250,94,0.0,0.0,39.0
22210,41,154.82,192.0,699.75
18161,70,0.0,0.0,54.0
48444,152,97.0,100.0,1435.25
6056,14,0.0,0.0,4.0
48444,152,454.59000000000003,451.25,1678.76
34311,120,10.66,14.0,198.0
4034,19,0.0,0.0,0.0
8070,26,0.75,4.0,247.0
48444,152,0.0,0.0,2086.67
2017,6,0.25,0.0,0.0
48444,152,16.03,13.0,6083.27
48444,152,27.54,22.0,3058.5
4036,3,0.0,0.0,15.0
48444,152,1019.16,954.0,1555.0
2017,11,0.0,0.0,1.0
46424,143,0.0,0.0,53.0
48444,152,358.37,348.0,497.25
48444,152,0.0,0.0,1852.6399999999999
48444,152,68.22,64.67,32.0
48444,152,408.58,391.5,4309.92
48444,152,579.3,584.0,3028.25
4034,19,0.0,0.0,60.0
44404,148,442.02,426.0,2785.42
26233,89,71.25,63.0,65.0
22193,69,67.58,69.0,332.0
48444,152,258.35,251.0,747.5
48444,152,546.39,538.92,281.0
2017,11,0.0,0.0,1.0
2017,6,0.0,0.0,1.0
10085,40,7.75,8.0,3.0
14121,53,88.0,87.0,295.0
2017,6,0.0,0.0,51.0
48444,152,0.0,-1.0,20046.95
48444,152,627.05,645.0,2881.25
46425,143,17.0,15.0,6675.67
4034,17,0.0,0.0,12.0
14136,27,17.2,12.0,189.0
46424,143,581.0,574.0,9855.7
48444,152,0.0,0.0,202.0
2017,6,0.17,0.0,0.0
48444,152,0.0,0.0,298.0
48444,152,318.82,312.0,1314.25
4034,23,0.0,0.0,3.0
2017,12,0.0,0.0,1.0
4035,10,0.0,0.0,2.0
18166,75,71.5,70.0,588.0
8073,16,7.25,9.0,171.0
48444,152,351.94,331.0,1425.5
44404,140,22.11,14.0,46.0
4035,12,0.0,0.0,2.0
48444,152,1001.34,1006.0,4217.75
12102,51,82.5,57.0,72.0
48444,152,10354.0,9995.0,22889.92
18162,68,5.24,6.0,2.0
22213,76,10.75,10.0,74.75
14121,46,0.0,0.0,12.0
48444,152,7.68,9.0,2270.52
18155,66,5.75,6.0,19.0
8069,31,0.0,0.0,5.0
18155,66,17.49,14.0,73.0
48444,152,0.0,0.0,10288.25
46424,143,85.85,78.0,1086.62
22202,81,21.5,35.0,382.75
12103,48,1.5,2.0,2.0
6052,23,0.56,0.0,0.0
48444,152,0.0,0.0,245.0
48444,152,0.0,0.0,8222.050000000001
16140,64,4.0,4.0,4.0
48444,152,0.0,0.0,1035.19
4038,19,0.0,0.0,2.0
12104,45,71.75,57.0,251.0
4034,15,0.0,0.0,3.0
26242,78,1.87,1.0,0.0
48444,152,1.19,10.0,1553.49
48444,152,0.0,0.0,709.0
4035,8,2.25,0.0,1.0
48444,152,149.6,150.0,7228.13
48444,152,283.52,292.0,1876.5
2020,1,0.0,0.0,1.0
48444,152,0.0,0.0,3949.27
48444,152,152.92,148.0,7125.89
48444,152,1126.55,1117.0,3753.75
34307,103,32.8,30.0,64.0
48444,152,0.0,0.0,12977.26
16137,64,0.0,0.0,25.0
48444,152,683.88,694.0,2006.0
48444,152,23.83,23.0,8064.320000000001
10087,36,0.0,0.0,31.0
2018,2,0.0,0.0,1.0
46424,145,0.0,0.0,369.0
48444,152,0.0,1.0,4972.32
48444,152,0.0,0.0,759.0
20174,68,2.0,3.0,377.0
48444,152,0.0,0.0,18417.74
2018,2,0.0,0.0,1.0
18155,66,0.0,0.0,35.0
8071,25,43.5,45.0,376.0
26231,76,18.54,14.0,405.0
14133,38,1.5,2.0,5.0
18162,86,0.0,0.0,58.0
42393,129,0.0,0.0,229.0
44404,136,1460.35,1450.0,4029.75
4034,23,0.0,0.0,18.0
20183,92,51.54,54.0,537.0
6051,21,0.64,0.0,9.0
18163,55,37.5,39.0,354.5
6051,21,2.3,0.0,0.0
2019,4,0.0,0.0,1.0
22200,104,402.03000000000003,420.0,1712.0
28250,81,0.0,0.0,1012.5
12114,18,0.0,0.0,4.0
8072,24,0.0,0.0,0.0
10087,36,142.32999999999998,170.0,653.5
32288,94,227.29,226.0,1130.46
40368,123,0.0,0.0,65.0
48444,152,0.0,0.0,97.0
48444,152,260.78,253.75,1850.25
18155,66,38.5,45.0,161.0
18156,66,0.5,0.0,25.0
40367,118,4.9,5.0,43.66
14127,48,0.6,1.0,6.0
48444,152,0.0,0.0,-6697.0
48444,152,360.94,368.0,2891.5
2017,12,0.0,0.0,1.0
16142,69,0.91,0.0,2.0
24225,66,0.0,0.0,31.0
6055,19,0.0,0.0,3.0
20187,64,0.98,1.0,36.0
10088,31,0.0,-1.0,7.0
2019,10,0.0,0.0,1.0
46427,141,6.0,6.0,74.0
36332,124,5.25,5.0,36.0
4034,17,0.0,0.0,2.0
26233,71,0.0,0.0,21.0
10086,44,0.0,0.0,8.0
14128,60,0.0,0.0,9.0
42385,125,0.25,0.0,81.0
44404,136,0.0,0.0,110.0
30279,98,1.1400000000000001,0.0,15.0
8070,24,0.0,0.0,11.0
2017,6,0.0,0.0,1.0
24224,80,0.0,0.0,15.0
2019,8,0.0,0.0,1.0
12106,45,0.0,0.0,46.0
30272,95,6.25,8.0,137.75
6055,19,0.0,0.0,3.0
4034,22,0.0,0.0,2.0
20192,69,0.75,0.0,14.0
2017,6,0.32,0.0,0.0
48444,152,58.730000000000004,68.0,547.0
8069,26,0.0,0.0,17.0
6052,23,0.0,0.0,1.0
30273,97,0.0,0.0,27.0
6051,27,0.0,0.0,5.0
2020,3,0.0,0.0,1.0
4035,11,0.0,0.0,1.0
4035,13,0.0,0.0,2.0
4035,9,0.0,0.0,5.0
4034,20,0.34,0.0,0.0
4036,15,0.0,0.0,3.0
4034,13,0.0,0.0,25.0
48444,152,68.79,78.0,137.0
46424,143,0.0,0.0,89.0
2017,12,0.0,0.0,1.0
48444,152,4705.63,4785.7,299.0
48444,152,1642.73,1649.1,1480.84
10088,25,0.0,0.0,7.0
10093,36,0.0,0.0,5.0
18155,66,56.25,51.0,64.0
6051,21,3.4699999999999998,-1.0,7.0
4038,19,0.0,0.0,2.0
8070,25,0.32,1.0,0.0
4034,15,0.0,0.0,3.0
48444,152,0.0,0.0,380.0
48444,152,13.25,15.0,144.0
14119,63,4.25,2.0,34.0
18155,66,0.0,0.0,145.0
16144,39,0.0,0.0,15.0
2019,5,0.0,0.0,2.0
38358,117,4.03,4.0,185.92000000000002
10087,26,0.0,0.0,7.0
46425,145,56.0,39.92,0.0
4038,11,0.0,0.0,2.0
2019,11,0.0,0.0,1.0
18172,43,0.0,0.0,17.0
48444,152,1247.53,1211.0,4197.3
48444,152,93.34,102.0,0.0
48444,152,2111.69,2104.75,6908.09
